category,text
ham,finish alreadi yar keep say mushi embarrass ok
ham,sorri man stash ran dri last night cant pick sunday
ham,hai priya right doctor said pa
spam,free msg sorri servic order 81303 could deliv suffici credit plea top receiv servic
ham,ok
ham,plea ask mummi call father
ham,come room cannot come hous cos hous still messi haha
ham,lost 10 kilo today
ham,tast fish curri p
ham,might accid tookplac somewh ghodbandar rd traffic move slove plz slip amp dont worri
ham,yun ahnow ì wkg wherebtw ì go nus sc ìï wana speciali wad
ham,yes one woman man plea tell like dislik bed
ham,test earlier appreci call tomorrow
ham,loverboy keep come queen hmmm doesnt ach speak miss despar
ham,u meet fren dun wan meet ah muz b guy rite
ham,promi though havent even gotten dinner yet
ham,got back dislik bed
ham,turn stereo love mi phone unknown album
spam,hard live 121 chat 60pmin choo girl connect live call 09094646899 cheap chat uk biggest live servic vu bcm1896wc1n3xx
ham,yeah dont see
ham,ask u knw nt may ur frnds classmat
ham,sorri earlier put firesar around talk 9 actual life lol
spam,wow boy r back take 2007 uk tour win vip ticket prebook vip club txt club 81303 trackmarqu ltd infovipclub4u
ham,missionari hook doggi hook stand
ham,u better go sleep dun disturb u liao u wake msg lor
ham,fight world easi u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
ham,watch hous ûò entertain ûò get whole hugh lauri thing ûò even stick ûò ind especi stick
ham,thought prap meant anoth one goodo ill look tomorrow
ham,hi jon pete ive bin 2 spain recent hav sum dinero left bill said u ur åôrent mayb interest hav 12000pes around å£48 tb jame
ham,bold 2 ltgt
ham,know shall speak ltgt minut
ham,alrit hunnywot u 2 2nite didnt end goin town jus da pub instead jus chillin da mo bedroomlov jen xxx
ham,went project centr
ham,per request maangalyam alaipayuth set callertun caller press 9 copi friend callertun
ham,lol yeah point guess
ham,project w fren lor
ham,lol well qualiti aint bad aint complain
ham,k happen tonight
spam,hi mandi sullivan call hotmix fmyou chosen receiv å£500000 easter prize drawplea telephon 09041940223 claim 290305 prize transfer someon el
ham,think go finn come
ham,tire special
ham,come tomorrow di
ham,cant pick phone right pls send messag
ham,k go sleep well take rest
ham,u guy never invit anywh
spam,ur go 2 bahama callfreefon 08081560665 speak live oper claim either bahama crui ofå£2000 cash 18on opt txt x 07786200117
ham,want plea insid outsid bedroom
ham,ey calm downon theacus itxt u cos iwana know wotu r doin thewend haventcn u agesr ur up4 neth satlov j xxx
ham,love wine dine ladi
spam,someon conact date servic enter phone fanci youto find call landlin 09111030116 pobox12n146tf15
ham,iåõm cool ta luv vtire 2 caus doin load plan wk got social servic inspect nurseri take care spk sn x
ham,know account detailsi ask mom send youmi mom reach
ham,think u wrong number
ham,feel alway happi slowli becom habit amp final becom part life follow happi morn amp happi day
ham,b late love mum
ham,got itmail panren paru
ham,think chuckin ur red green n black trainner 2 save carryin bac train
ham,give one miss number plea
ham,jus came back fr lunch wif sis u leh
ham,schedul next week town weekend
ham,realli gooddhanush rock
ham,lmao ok wont need u hair anymor
ham,miss ya need ya want ya love ya
ham,sorri im free
ham,u ever get song stuck head reason wont go away til u listen like 5 time
ham,nt yet chikkusimpl habbahw abt u
ham,got ur mail dileepthank muchand look forward lot supportveri less contact hererememb one venugop mentionedtomorrow latei shall tri come till theregoodnight dear
ham,sometim heart remembr someon much forget someon soon bcoz heart like everyon like one rememb everytim bslvyl
ham,joy father john john name joy father mandan
spam,hi 07734396839 ibh custom loyalti offer new nokia6600 mobil å£10 txtauctiontxt wordstart no81151 get now4t
ham,hi yiju regard 3230 textbook intro algorithm second edit im sell 50
spam,sms auction nokia 7250i get win free auction take part send nokia 86021 hgsuite3422land roww1jhl 16
ham,k want us come
ham,littl difficult simpl way enter place
ham,ha us e thing got tv 2 watch u thk 2 go tonight u alreadi haf smth mind
ham,dont show far put new pictur facebook
ham,watch tv got new job
ham,good afternoon sexi bun goe job search wake first thought alway love wish fine happi know ador
ham,im come whatev want
ham,ok chikku 1 favourit song
ham,u see post facebook
spam,call freephon 0800 542 0578
spam,buy space invad 4 chanc 2 win orig arcad game consol press 0 game arcad std wap charg see o2coukgam 4 term set purcha
ham,7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sms 1st ur love friendship good morn dear
spam,loan purpo å£500 å£75000 homeown tenant welcom previous refus still help call free 0800 1956669 text back help
spam,big brother alert comput select u 10k cash 150 voucher call 09064018838 ntt po box cro1327 18 bt landlin cost 150ppm mobil vari
ham,oh well c u later
ham,uncl atlanta wish guy great semest
ham,dear free messag without recharg hi hi hi
ham,dont search love let love find u call fall love bcoz u dont forc u fall u know smeon hold u bslvyl
ham,dun believ u thk u told
ham,know god creat gap finger one made come amp fill gap hold hand love
ham,yessura sun tvlol
ham,arun u transfr amt
ham,takin shower yeah ill leav im done
ham,work eye philosophi text u later bit free chat
ham,u havenåõt lost ill alway b 4ui didnåõt intend 2 hurt u never knew u felt iwasmarinethatåõ itried2tel urmomi careabout u
spam,win winner mr foley ipod excit prize soon keep eye ur mobil visit wwwwin82050couk
ham,bad girl still rememb
ham,much gave morn
ham,hope alright babe worri might felt bit despar learn job fake wait come back love
ham,hey tell blake address carlo want meet got lost hes answer phone
ham,get opinion someth first
ham,one week leav put know time
ham,hit move
ham,excel spent ltgt year air forc iraq afghanistan stabl honest like travel
ham,wanna watch movi
ham,ok lor thanx ìï school
ham,im class get text
ham,bus leav ltgt
ham,god blessget good sleep deari pray
spam,today voda number end 1225 select receiv å£50award match plea call 08712300220 quot claim code 3100 standard rate app
ham,nice day today love dear
ham,aiyo bit pai seh ì noe scare dun rem die hee becom better lookin oredi leh
ham,aight ill ask roommat
ham,hous beer
ham,ì wan 2 meet n combin part da rest da project go
ham,get ticket 4 walsal tue 6 th march mate get sat ill pay treat want 2 go txt bak terri
ham,yes chat
ham,hi jess dont know work call u im home eve xxx
ham,sian aft meet supervisor got work 2 liao u work
ham,go write ccna exam week
ham,well watch shrek 3db
ham,much dirti fellow
ham,dunno dat wat told ok lor
ham,ill probabl tomorrow even later tonight someth go
ham,couldnt say die man feel sad go want know would probabl gone late night
ham,think lift one
ham,u dun wan u dun like alreadi ah wat u still eat
ham,sent ur email id soon
ham,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem
ham,dude teresa hope okay didnt hear peopl call receiv packag sinc dec ltgt thot yould like know fantast year best read plus realli realli bam first aid usml work done
ham,hey gorgeous man work mobil number good one babe squishi mwah
ham,may call later pls
spam,hottest pic straight phone see get wet want xx text pic 89555 txt cost 150p textop g696ga 18 xxx
ham,way stay oh
ham,hello thanx take call got job start monday
ham,time ur flight tmr
ham,come
ham,rather promin bite mark right cheek
ham,septemb
ham,wet right
ham,husband
spam,hack chat get backdoor entri 121 chat room fraction cost repli neo69 call 09050280520 subscrib 25p pm dps bcm box 8027 ldn wc1n3xx
ham,norm tomorrow finish 415 cos st test need sort librari stuff point tomo got letter today access til end march better get move
ham,yeah got list u joanna im feel realli anti social
ham,offic na
ham,comingdown later
ham,super dagood replac murali
ham,da good good playerwhi unsold
ham,hi u want join sts later meet five call u class
ham,engalnd telli decid wont let watch mia elliot kiss damn
spam,free nokia motorola upto 12mths 12price liner 500 free xnet mins100txtmth free btooth call mobileupd8 08001950382 call 2optoutd3wv
ham,dont want hear philosophi say happen
ham,got job wiproyou get everi thing life 2 3 year
ham,cant get da laptop matric card wif ì lei
ham,dunno da next show aft 6 850 toa payoh got 650
spam,2nd time tri 2 contact u u 750 pound prize 2 claim easi call 08718726970 10p per min btnationalr
ham,made payment dont much sorri would want fedex way
ham,didt play one day last year know even though good team like india
ham,kyou girl wait recept ah
ham,say slowli godi love amp need youclean heart bloodsend ten special peopl amp u c miracl tomorrow itplspl
ham,hate turn fun shop trip annoy day everyth would look hous
ham,sir wait call
ham,want come onlin
ham,could work well reach consensus next meet
ham,aiyah wait lor u entertain hee
ham,last thing ever want hurt didnt think would youd laugh embarass delet tag keep go far knew wasnt even fact even felt like would hurt show realli dont know messi wednesday wasnt bad problem time clean choo skype take pictur sleep want go dont mind thing dont make bed throw laundri top cant friend hous im embarass underwear bras strewn bed pillow floor someth el use good least make bed
ham,ill let know kick
ham,call ok said call
ham,call number avail appoint ask connect call wahe fathima
ham,ì go buy wif meet ì later
ham,mmmm fuck fair know weak grin push knee expo belli pull head dont forget know wick smile
ham,today system sh get readyal well also deep well
ham,mom want know
ham,aight ill text im back
ham,dont know support ass srt thnk think ps3 play usb
ham,oh ok didnt know meant yep babi jontin
spam,guarant å£1000 cash å£2000 prizeto claim yr prize call custom servic repr
spam,would like see xxx pic hot near ban uk
spam,hmv bonus special 500 pound genuin hmv voucher answer 4 easi question play send hmv 86688 infowww100percentrealcom
ham,watch tv got new job
ham,pen thing beyond joke wont biro dont master cant ever
ham,parti alex nichol
spam,u secret admir look 2 make contact ufind rreveal think ur specialc 09058094594
ham,see miss call dear brother gr8 day
ham,ok ìï finish soon
ham,sorri cant help
ham,come slave go shell unconsci avoid make unhappi
ham,love ass enjoy doggi style
ham,think ask gym excus lazi peopl jog
spam,dear 0776xxxxxxx uve invit xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yr
spam,urgent plea call 09061743811 landlin abta complimentari 4 tenerif holiday å£5000 cash await collect sae tcs box 326 cw25wx 150ppm
ham,way home long dri spell season would
ham,gotta collect da car 6 lei
ham,ok knacker came home went sleep good full time work lark
ham,probabl earlier station think
spam,call 09090900040 listen extrem dirti live chat go offic right total privaci one know sic listen 60p min 247mp 0870753331018
ham,good morn plz call sir
spam,freemsg hey u got 1 videop fone repli wild txt ill send u pic hurri im bore work xxx 18 150prcvd stop2stop
ham,uh head dont much left
ham,tot u outsid cos darren say u come shop cour nice wat jus went sim lim look mp3 player
ham,aight sound good want come
ham,wat would u like 4 ur birthday
ham,love work home
ham,miss vday parachut doubl coin u must know well
ham,sorri ill call later
ham,sister got place birla soft da
spam,free entri 2 week comp chanc win ipod txt pod 80182 get entri std txt rate tcs appli 08452810073 detail 18
ham,wah oki oki muz make use e unlimit haha
ham,therer peopl mu im tabl lambda
ham,stop old man get build snowman snow angel snowbal fight
ham,ello babe u ok
ham,hello beauti r u ok ive kinda ad row wiv walk pub want night wiv u miss u
ham,u go ikea str aft dat
ham,becoz ltgt jan whn al post ofic holiday cn go fr post oficegot duffer
ham,lol grr mom take forev prescript pharmaci like 2 minut away ugh
ham,real tho suck cant even cook whole electr im hungri
ham,want go
spam,new textbuddi chat 2 horni guy ur area 4 25p free 2 receiv search postcod gaytextbuddycom txt one name 89693 08715500022 rpl stop 2 cnl
ham,time month mid time
